OBJECTID,PEC_ID,Locality,Name,Owner_Applicant,Street_Address,Parcel_ID,Acres,Building_Sq_Ft,MW_reported,Construction_Type,Build_Status,Notes,Tax_Map_link,Source_link,Lat,Long,Date_Updated,Updated_By,Lat1,Watershed
402,PEC-LDN-0109,Loudoun County,IAD44,Digital Realty,43704 EFFICIENCY DR,92192834000,18.0,784204,,Complete,Existing,"DIGITAL WL 2834 LLC & DIGITAL WL 5459 LLC, Phase 1 and 2",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?mode=commercial&UseSearch=no&pin=093365404003&jur=107&taxyr=2025&card=1&item=0&State=2|1|1|1|1|&items=4,,38.96118067,-77.49052334,2025-08-06,SEP,38.96118067,
403,PEC-LDN-0118,Loudoun County,PROLOGIS-EXCHANGE 43461 OLD OX ROAD,PROLOGIS-EXCHANGE 43461 OLD OX ROAD LLC,23845 ERINS RUN DR,124299328000,37.53,474570,,"Operating, Expanding",Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=124299328000&jur=107&taxyr=2024,,38.95745135,-77.49767788,2025-08-06,SEP,38.95745135,
404,PEC-LDN-0118A,Loudoun County,Dulles Commerce,PROLOGIS-EXCHANGE 43461 OLD OX ROAD LLC,23700 PEBBLE RUN PL,124398485000,16.88,441175,,Expansion,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=124398485000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/f6c352b4-2c45-42eb-8aa1-1f4aa98da3b9?tab=attachments,38.96196848,-77.49829258,2025-08-06,SEP,38.96196848,
405,PEC-LDN-0118B,Loudoun County,PROLOGIS-EXCHANGE 43461 OLD OX ROAD,PROLOGIS-EXCHANGE 43461 OLD OX ROAD LLC,23965 CARTERS SCHOOL RD,124105978000,39.89,2023449,,Expansion,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=124105978000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/f6c352b4-2c45-42eb-8aa1-1f4aa98da3b9?tab=attachments,38.9532093,-77.49552282,2025-08-06,SEP,38.9532093,
406,PEC-LDN-0150,Loudoun County,Spring Valley Technology Park,SVTP Spring Valley LLC,"22532 EVERGREEN MILLS RD , LEESBURG, VA, 20175",241270467000,362.0,3483902,,New,Proposed,"Rezoning covers multiple parcels, total acreage represented here.",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=241270467000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/0167b7d9-e074-4e2e-bf05-e0599cdea1f5?tab=attachments,39.00105653,-77.57126082,2025-08-06,SEP,39.00105653,
407,PEC-LDN-0115,Loudoun County,Vantage VA 3,VANTAGE DATA CENTERS VA3 LLC/Jeff Tench,19509 BELMONT RIDGE RD,113372932000,104.65,2329165,,New,Proposed,First building complete. This parcel is in the process of being divided,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=113372932000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/950F3AEF-A90A-44A7-9963-3B20A7A8A394?tab=attachments,39.07975689,-77.50654605,2025-08-06,SEP,39.07975689,
408,PEC-LDN-0115A,Loudoun County,Vantage VA 3,VANTAGE DATA CENTERS VA3 LLC/Jeff Tench,43321 DATA DR,113272390000,29.75,385398,,"Operating, Expanding",Existing,First building of VA3 Campus. Square footage has been subtracted from the parent entry,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=113272390000&jur=107&taxyr=2025&LMparent=20,,39.07739352,-77.50616535,2025-08-06,SEP,39.07739352,
409,PEC-LDN-0138,Loudoun County,NVA06 Campus,STACK INFRASTRUCTURE,19275 COMPASS CREEK PKWY SE,234371847002,5.35,232886,48.0,Complete,Existing,SI NVA06B,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=234371847002&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/permit/c5987365-88d6-4775-92c7-1ee4c5fdc8d3?tab=attachments,39.08262667,-77.56523178,2025-08-06,SEP,39.08262667,
410,PEC-LDN-0138A,Loudoun County,NVA06 Campus,STACK INFRASTRUCTURE,19265 COMPASS CREEK PKWY,234371847001,8.9,388150,24.0,Complete,Existing,SI NVA06A,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=234371847001&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/permit/c5987365-88d6-4775-92c7-1ee4c5fdc8d3?tab=attachments,39.08022813,-77.56472753,2025-08-06,SEP,39.08022813,
411,PEC-LDN-0127,Loudoun County,WHEELER SURVEY COMPANY,WHEELER SURVEY COMPANY LLC,24400 HOWLING ROOSTER LN,162176713000,135.31,538565,,"Operating, Expanding",Existing,Phase 1 and 2,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=162176713000&jur=107&taxyr=2024&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/ceb6d3e2-f4d6-4a2f-a791-50cd5a6d03f3?tab=attachments,38.94236155,-77.52864356,2025-08-06,SEP,38.94236155,
412,PEC-LDN-0127A,Loudoun County,WHEELER SURVEY COMPANY,WHEELER SURVEY COMPANY LLC,24400 HOWLING ROOSTER LN,162176713000,0.0,353385,,Expansion,Proposed,Phase 3,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=162176713000&jur=107&taxyr=2024&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/ceb6d3e2-f4d6-4a2f-a791-50cd5a6d03f3?tab=attachments,38.94089757,-77.53257083,2025-08-06,SEP,38.94089757,
413,PEC-LDN-0151,Loudoun County,JK TECHNOLOGY PARK #3,STONE SPRINGS LLC,24393 STONE SPRINGS BLVD,203295737000,21.23,184080,,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=203295737000&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/c87c4b0c-a3aa-4261-9954-8cc95f06f912?tab=locations,38.94555641,-77.54126179,2025-08-06,SEP,38.94555641,
414,PEC-LDN-0152,Loudoun County,Allegro North Campus,YONDR JK 1 LLC,"41567 BRIARFIELD LN , ALDIE, VA, 20105",202285740000,49.05,1260000,,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=202285740000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/c8b47962-6627-4998-a318-03e49ce25ef7?tab=locations,38.95631966,-77.54515666,2025-08-06,SEP,38.95631966,
415,PEC-LDN-0175,Loudoun County,BRAMBLETON SHREVEPORT SOUTH DATA CENTER,STACK INFRASTRUCTURE,Evergreen Mills and Belmont Ridge Rd,161269137000,114.0,1317531,,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=161269137000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/3ABB5C2A-93A6-4300-92BE-548EFC9CF34C?tab=attachments,38.95967161,-77.5290899,2025-08-06,SEP,38.95967161,
416,PEC-LDN-0153,Loudoun County,Brambleton Business Campus Data Center,Amazon Data Services Inc,"42842 ARCOLA BLVD , ASHBURN",161397058000,48.3,936191,,New,Proposed,Site includes a substation which may reduce the built square footage which comes from the 2015 proffers,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=161397058000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/c34be238-7d4b-4f9b-9b80-152afd7a05d4?tab=locations,38.95391225,-77.51837219,2025-08-06,SEP,38.95391225,
417,PEC-LDN-0154,Loudoun County,Farah-Naples Data Center,BROAD RUN HOLDINGS LLC,Loudoun County Parkway and Old Ox Road,124256520000,10.58,100000,,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=124256520000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/67e8f7f1-74de-4d91-8514-f6be79d00e61?tab=locations,38.95731003,-77.51306232,2025-08-06,SEP,38.95731003,
418,PEC-LDN-0119,Loudoun County,NV-9 CYRUSONE,C1 NORTHERN VIRGINIA - STERLING IX LLC,43290 OLD OX RD,124369522000,39.73,525482,135.0,"Operating, Expanding",Existing,Building 1,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=124369522000&jur=107&taxyr=2024&LMparent=20,,38.95866473,-77.50507079,2025-08-06,SEP,38.95866473,
419,PEC-LDN-0119A,Loudoun County,NV-9 CYRUSONE,C1 NORTHERN VIRGINIA - STERLING IX LLC,43290 OLD OX RD,124369522000,,158696,,Expansion,Proposed,Building 2,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=124369522000&jur=107&taxyr=2024&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/E6B940CA-E483-458E-A83C-1C54477A8FA5?tab=attachments,38.95890982,-77.5026777,2025-08-06,SEP,38.95890982,
421,PEC-LDN-0156,Loudoun County,MERCURE BUSINESS PARK LOT 4A1B,Chuck Kuhn,"44122 MERCURE CIR , STERLING",91482155000,5.84,101579,,Redevelopment,Proposed,Currently flex warehouse,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=091482155000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/78825fb5-186a-4f08-ad04-930ece5b609e?tab=attachments,38.98479095,-77.48216318,2025-08-06,SEP,38.98479095,
422,PEC-LDN-0159,Loudoun County,GLENN DRIVE NORTH & SOUTH,Prologis,"22815 GLENN DR 101 , STERLING, VA, 20164",33179880000,42.3,1668261,,Redevelopment,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=033292608000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/0c62c1ce-2e62-4e22-9dd0-a540956ff321?tab=locations,38.98827417,-77.41630705,2025-08-07,SEP,38.98827417,
423,PEC-LDN-0161,Loudoun County,108 CARPENTER DRIVE,CARPENTER DRIVE LLC/ CHARLES S KUHN,"108 CARPENTER DR , STERLING",33370100000,3.42,52744,,Redevelopment,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=033385671000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/c649938c-a42c-43c1-af23-ac3e7ece8a37?tab=locations,38.99122943,-77.42243349,2025-08-07,SEP,38.99122943,
424,PEC-LDN-0162,Loudoun County,IAD214,Amazon Data Services Inc,22760 PACIFIC BLV,45195615000,17.09,226456,,Complete,Existing,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=045195615000&jur=107&taxyr=2025&LMparent=20,,38.98673089,-77.43557826,2025-08-07,SEP,38.98673089,
425,PEC-LDN-0051,Loudoun County,DCT DULLES DOWNS Land Bay B,DCT DULLES DOWNS LLC,45220 PROLOGIS PLZ,45391908000,19.39,143563,,Complete,Existing,Data centers built between 2012 and 2014,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=045391908000&jur=107&taxyr=2025,,38.99013715,-77.4372931,2025-08-08,SEP,38.99013715,
426,PEC-LDN-0051A,Loudoun County,DCT DULLES DOWNS Land Bay B,DCT DULLES DOWNS LLC,22685 RELOCATION DR,45391908000,0.0,670953,,Redevelopment,Proposed,"Proposed redevelopment of an existing data center that would add 670,953 sq feet (total of 814,516 sq feet) to the site",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=045391908000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/dd507a64-937f-48d0-9d28-0357c26a6a7e?tab=attachments,38.98937787,-77.43784959,2025-08-08,SEP,38.98937787,
427,PEC-LDN-0047,Loudoun County,DCT DULLES DOWNS Land Bay A,DCT DULLES DOWNS LLC,45111 LOUDOUN DOWNS LN,45282657000,22.69,287460,,Complete,Existing,Data center built in 2016,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=045282657000&jur=107&taxyr=2025,,38.99117809,-77.44136698,2025-08-08,SEP,38.99117809,
428,PEC-LDN-0047A,Loudoun County,DCT DULLES DOWNS Land Bay A,DCT DULLES DOWNS LLC,45111 LOUDOUN DOWNS LN,45282657000,0.0,896837,,Redevelopment,Proposed,"Proposed redevelopment of an existing data center that would add 896,837 sq feet (total of 1,184,297 sq feet) to the site",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=045282657000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/dd507a64-937f-48d0-9d28-0357c26a6a7e?tab=attachments,38.99085202,-77.43926067,2025-08-08,SEP,38.99085202,
429,PEC-LDN-0164,Loudoun County,DULLES DISTRIBUTION Landbay B,Prologis,"45085 OLD OX RD , STERLING",46275921000,16.16,660000,,Redevelopment,Proposed,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=046275921000&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/5a05cbbe-77b4-40ec-a02a-df67cd82d9dc?tab=locations,38.97813796,-77.44190075,2025-08-08,SEP,38.97813796,
430,PEC-LDN-0163,Loudoun County,DULLES DISTRIBUTION Landbay A,Prologis,"45055 UNDERWOOD LN , STERLING, VA, 20166",46278993000,16.32,305000,,Redevelopment,Proposed,"Includes Landbay C, 4 acre substation site",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=046278993000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/5a05cbbe-77b4-40ec-a02a-df67cd82d9dc?tab=locations,38.98027286,-77.44147591,2025-08-08,SEP,38.98027286,
431,PEC-LDN-0042A,Loudoun County,Prologis NOVA 1,Prologis,22675 DULLES SUMMIT CT,045252512000,19.51,256092,,Redevelopment,Proposed,"total project footage is 500,000 sqft. Built footage (building A) has been subtracted",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=045252512000&jur=107&taxyr=2024&LMparent=20,https://dgtlinfra.com/prologis-skybox-data-center-northern-virginia/,38.98944194,-77.44954289,2025-08-08,SEP,38.98944194,
432,PEC-LDN-0043,Loudoun County,DCT DULLES PHASE II,DCT DULLES PHASE II LLC,22651 DULLES SUMMIT CT,45254455000,5.85,75800,,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=045254455000&jur=107&taxyr=2024&LMparent=20,,38.98813133,-77.45051895,2025-08-08,SEP,38.98813133,
433,PEC-LDN-0165,Loudoun County,VA 16,VANTAGE DATA CENTERS,"22321 PACIFIC BLVD , STERLING",44175589000,9.8,255935,,Complete,Existing,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=044175589000&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/16f9b8bf-7683-4adb-8ad2-f46dda6fda9f?tab=locations,38.99908829,-77.44114194,2025-08-08,SEP,38.99908829,
434,PEC-LDN-0166,Loudoun County,ME-DC Pacific,LOUDOUN TECHNOLOGY PARTNERS PROPERTY LLC,22255 PACIFIC BLVD,44267923000,32.52,589400,,Redevelopment,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=044267923000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/ec1e84d1-de53-45a8-917e-34be6c131039?tab=attachments,38.99985538,-77.44517599,2025-08-08,SEP,38.99985538,
435,PEC-LDN-0167,Loudoun County,ASH1-BRODERICK DC2,QTS,22280 RANDOLPH DR,44155625000,7.26,189890,,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=044155625000&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/4501aa59-679f-4081-89ab-1b1324e19725?tab=attachments,38.99813775,-77.44936023,2025-08-08,SEP,38.99813775,
436,PEC-LDN-0086,Loudoun County,SDC ASHBURN I,SDC ASHBURN ALPHA I LLC,44351 IMPORT PLZ,62159785000,50.0,531592,,"Operating, Expanding",Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=062159785000&jur=107&taxyr=2024&LMparent=20,,38.99620896,-77.47163813,2025-08-10,SEP,38.99620896,
437,PEC-LDN-0086A,Loudoun County,SDC ASHBURN I,SDC ASHBURN ALPHA I LLC,44351 IMPORT PLZ,62159785000,0.0,20000,,Expansion,Proposed,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=062159785000&jur=107&taxyr=2024&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/0cdca2e2-c29e-4a7a-ab35-862bad8566e3?tab=attachments,38.99494169,-77.46915387,2025-08-10,SEP,38.99494169,
438,PEC-LDN-0168,Loudoun County,DARAB VENTURES SIX,CloudHQ,22235 LOUDOUN COUNTY PKWY,89496314001,62.91,1538288,,New,Proposed,"LC11 & LC12. Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=089496314001&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/CE0FA648-33FE-41A8-AFF4-5DD4C9FAB100,39.00596429,-77.47724342,2025-08-10,,39.00596429,
439,PEC-LDN-0170,Loudoun County,CORSCALE VA2 BLDG 1,Corscale,45695 RUSSELL BRANCH PKWY,41398662000,23.83,460000,,New,Proposed,"Acreage for Building 1, unclear if there will be additional buildings on this site",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=041398662000&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/F79A57A3-38E2-4887-BD02-B5B691CD8ABF?tab=attachments,39.03803974,-77.43371669,2025-08-10,SEP,39.03803974,
440,PEC-LDN-0171,Loudoun County,Thayer Road,"JK LAND HOLDINGS II LLC & GOELLER, KEVIN & GOELLER, RYAN",45564 THAYER RD,30465708000,9.82,305593,,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=030465708000&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/93bd1580-f8d3-4bb1-845e-4b6d0c970645?tab=locations,39.026967,-77.42447832,2025-08-10,SEP,39.026967,
441,PEC-LDN-0169,Loudoun County,"STERLING VI, V",Cyrus One,21340 PACIFIC BLVD,42394385003,27.05,1178308,,Complete,Existing,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=042394385003&jur=107&taxyr=2025&LMparent=20,,39.02434941,-77.43410482,2025-08-10,SEP,39.02434941,
442,PEC-LDN-0172,Loudoun County,RIDGETOP CENTER,Amazon Data Services Inc,21670 RIDGETOP CIR,30306633000,11.96,268339,,Redevelopment,Proposed,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=030306633000&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/4A8DECD0-B1EF-4677-B44F-A8C04C863B62?tab=locations,39.02472554,-77.40990572,2025-08-10,SEP,39.02472554,
443,PEC-LDN-0173,Loudoun County,HORSESHOE DRIVE,TA Realty,45925 HORSESHOE DR,30300991000,11.05,481220,,Redevelopment,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=030300991000&jur=107&taxyr=2025,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/8628ddc2-6e18-48aa-af54-fec33b62c2c2?tab=attachments,39.02602279,-77.41160486,2025-08-10,SEP,39.02602279,
